start,end,startime,endtime,traveltime
oltorf,benwhite,1496580963,1496581058,95
oltorf,benwhite,1496602587,1496602779,192
oltorf,benwhite,1496609943,1496610117,174
oltorf,benwhite,1496587228,1496587402,174
oltorf,benwhite,1496590902,1496591054,152
oltorf,benwhite,1496575756,1496575804,48
oltorf,benwhite,1496587975,1496587989,14
oltorf,benwhite,1496617203,1496617270,67
oltorf,benwhite,1496577700,1496577759,59
oltorf,benwhite,1496605843,1496605998,155
oltorf,benwhite,1496591828,1496591957,129
oltorf,benwhite,1496580167,1496580247,80
oltorf,benwhite,1496584681,1496584757,76
oltorf,benwhite,1496585504,1496585670,166
oltorf,benwhite,1496615235,1496615366,131
oltorf,benwhite,1496597525,1496597643,118
oltorf,benwhite,1496588473,1496588577,104
oltorf,benwhite,1496603417,1496603519,102
oltorf,benwhite,1496606949,1496607023,74
oltorf,benwhite,1496587075,1496587238,163
oltorf,benwhite,1496578814,1496578830,16
oltorf,benwhite,1496617651,1496617844,193
oltorf,benwhite,1496571834,1496572026,192
oltorf,benwhite,1496580549,1496580742,193
oltorf,benwhite,1496604496,1496604673,177
oltorf,benwhite,1496576367,1496576392,25
oltorf,benwhite,1496574128,1496574274,146
oltorf,benwhite,1496605576,1496605762,186
oltorf,benwhite,1496578878,1496579002,124
oltorf,benwhite,1496610689,1496610707,18
oltorf,benwhite,1496578685,1496578715,30
oltorf,benwhite,1496583455,1496583459,4
oltorf,benwhite,1496578073,1496578135,62
oltorf,benwhite,1496590156,1496590246,90
oltorf,benwhite,1496609025,1496609045,20
oltorf,benwhite,1496588339,1496588489,150
oltorf,benwhite,1496575355,1496575383,28
oltorf,benwhite,1496591516,1496591696,180
oltorf,benwhite,1496611238,1496611364,126
oltorf,benwhite,1496570033,1496570104,71
oltorf,benwhite,1496582868,1496583057,189
oltorf,benwhite,1496601983,1496602116,133
oltorf,benwhite,1496570195,1496570305,110
oltorf,benwhite,1496602117,1496602218,101
oltorf,benwhite,1496587980,1496588022,42
oltorf,benwhite,1496585813,1496585919,106
oltorf,benwhite,1496596055,1496596177,122
oltorf,benwhite,1496617941,1496617996,55
oltorf,benwhite,1496601114,1496601127,13
oltorf,benwhite,1496605251,1496605294,43
oltorf,benwhite,1496618190,1496618319,129
oltorf,benwhite,1496590686,1496590767,81
oltorf,benwhite,1496574527,1496574709,182
oltorf,benwhite,1496585734,1496585769,35
oltorf,benwhite,1496572539,1496572616,77
oltorf,benwhite,1496570437,1496570606,169
oltorf,benwhite,1496584084,1496584182,98
oltorf,benwhite,1496602724,1496602816,92
oltorf,benwhite,1496608240,1496608343,103
oltorf,benwhite,1496598173,1496598272,99
oltorf,benwhite,1496573122,1496573162,40
oltorf,benwhite,1496594075,1496594206,131
oltorf,benwhite,1496598633,1496598670,37
oltorf,benwhite,1496575727,1496575875,148
oltorf,benwhite,1496604365,1496604471,106
oltorf,benwhite,1496581728,1496581743,15
oltorf,benwhite,1496597425,1496597471,46
oltorf,benwhite,1496616160,1496616178,18
oltorf,benwhite,1496612033,1496612037,4
oltorf,benwhite,1496612266,1496612367,101
oltorf,benwhite,1496606969,1496607130,161
oltorf,benwhite,1496603597,1496603666,69
oltorf,benwhite,1496597345,1496597514,169
oltorf,benwhite,1496579546,1496579630,84
oltorf,benwhite,1496609943,1496610100,157
oltorf,benwhite,1496607771,1496607934,163
oltorf,benwhite,1496603265,1496603397,132
oltorf,benwhite,1496573060,1496573191,131
oltorf,benwhite,1496575013,1496575127,114
oltorf,benwhite,1496587367,1496587472,105
oltorf,benwhite,1496600778,1496600860,82
oltorf,benwhite,1496590262,1496590421,159
oltorf,benwhite,1496618444,1496618602,158
oltorf,benwhite,1496603972,1496604060,88
oltorf,benwhite,1496611597,1496611735,138
oltorf,benwhite,1496587249,1496587257,8
oltorf,benwhite,1496586439,1496586569,130
oltorf,benwhite,1496613269,1496613386,117
oltorf,benwhite,1496606734,1496606793,59
oltorf,benwhite,1496587283,1496587287,4
oltorf,benwhite,1496573584,1496573769,185
oltorf,benwhite,1496568126,1496568270,144
oltorf,benwhite,1496608640,1496608741,101
oltorf,benwhite,1496617012,1496617139,127
oltorf,benwhite,1496570898,1496571053,155
oltorf,benwhite,1496578451,1496578584,133
oltorf,benwhite,1496591594,1496591657,63
oltorf,benwhite,1496604836,1496604974,138
oltorf,benwhite,1496599602,1496599714,112
oltorf,benwhite,1496608762,1496608935,173
oltorf,benwhite,1496580916,1496580973,57
oltorf,benwhite,1496598055,1496598199,144
oltorf,benwhite,1496608328,1496608496,168
oltorf,benwhite,1496609243,1496609244,1
oltorf,benwhite,1496578046,1496578200,154
oltorf,benwhite,1496601506,1496601635,129
oltorf,benwhite,1496593364,1496593383,19
oltorf,benwhite,1496568728,1496568882,154
oltorf,benwhite,1496596387,1496596558,171
oltorf,benwhite,1496615177,1496615278,101
oltorf,benwhite,1496609812,1496609968,156
oltorf,benwhite,1496586913,1496586947,34
oltorf,benwhite,1496596094,1496596200,106
oltorf,benwhite,1496617818,1496617944,126
oltorf,benwhite,1496602161,1496602283,122
oltorf,benwhite,1496572076,1496572135,59
oltorf,benwhite,1496582973,1496583036,63
oltorf,benwhite,1496592198,1496592314,116
oltorf,benwhite,1496597754,1496597869,115
oltorf,benwhite,1496591963,1496592110,147
oltorf,benwhite,1496615948,1496616122,174
oltorf,benwhite,1496609279,1496609325,46
oltorf,benwhite,1496608147,1496608343,196
oltorf,benwhite,1496604849,1496604993,144
oltorf,benwhite,1496599131,1496599236,105
oltorf,benwhite,1496616991,1496617154,163
oltorf,benwhite,1496607986,1496608139,153
oltorf,benwhite,1496609644,1496609788,144
oltorf,benwhite,1496597316,1496597460,144
oltorf,benwhite,1496601133,1496601299,166
oltorf,benwhite,1496582520,1496582698,178
oltorf,benwhite,1496605287,1496605479,192
oltorf,benwhite,1496596120,1496596316,196
oltorf,benwhite,1496583973,1496584168,195
oltorf,benwhite,1496579580,1496579771,191
oltorf,benwhite,1496572174,1496572185,11
oltorf,benwhite,1496605646,1496605662,16
oltorf,benwhite,1496607115,1496607199,84
oltorf,benwhite,1496609111,1496609273,162
oltorf,benwhite,1496573696,1496573732,36
oltorf,benwhite,1496587467,1496587551,84
oltorf,benwhite,1496597831,1496597943,112
oltorf,benwhite,1496590760,1496590842,82
oltorf,benwhite,1496589168,1496589255,87
oltorf,benwhite,1496589488,1496589593,105
oltorf,benwhite,1496603164,1496603343,179
oltorf,benwhite,1496602945,1496603027,82
oltorf,benwhite,1496612834,1496612922,88
oltorf,benwhite,1496595826,1496595997,171
oltorf,benwhite,1496615389,1496615499,110
oltorf,benwhite,1496575280,1496575334,54
oltorf,benwhite,1496588870,1496588920,50
oltorf,benwhite,1496580523,1496580694,171
oltorf,benwhite,1496571012,1496571194,182
oltorf,benwhite,1496616212,1496616410,198
oltorf,benwhite,1496581887,1496581906,19
oltorf,benwhite,1496597282,1496597464,182
oltorf,benwhite,1496574728,1496574783,55
oltorf,benwhite,1496574129,1496574173,44
oltorf,benwhite,1496597892,1496598015,123
oltorf,benwhite,1496605554,1496605725,171
oltorf,benwhite,1496603293,1496603423,130
oltorf,benwhite,1496583554,1496583611,57
oltorf,benwhite,1496586085,1496586164,79
oltorf,benwhite,1496614248,1496614414,166
oltorf,benwhite,1496588423,1496588611,188
oltorf,benwhite,1496604851,1496604897,46
oltorf,benwhite,1496608479,1496608513,34
oltorf,benwhite,1496573375,1496573507,132
oltorf,benwhite,1496600389,1496600573,184
oltorf,benwhite,1496583045,1496583151,106
oltorf,benwhite,1496569271,1496569291,20
oltorf,benwhite,1496605273,1496605453,180
oltorf,benwhite,1496583079,1496583119,40
oltorf,benwhite,1496581790,1496581947,157
oltorf,benwhite,1496606093,1496606276,183
oltorf,benwhite,1496577714,1496577855,141
oltorf,benwhite,1496603125,1496603263,138
oltorf,benwhite,1496607120,1496607270,150
oltorf,benwhite,1496584526,1496584605,79
oltorf,benwhite,1496617090,1496617280,190
oltorf,benwhite,1496572681,1496572795,114
oltorf,benwhite,1496571263,1496571276,13
oltorf,benwhite,1496611485,1496611543,58
oltorf,benwhite,1496585837,1496585975,138
oltorf,benwhite,1496593264,1496593297,33
oltorf,benwhite,1496577765,1496577943,178
oltorf,benwhite,1496594038,1496594068,30
oltorf,benwhite,1496583910,1496584046,136
oltorf,benwhite,1496578858,1496579057,199
oltorf,benwhite,1496614023,1496614179,156
oltorf,benwhite,1496606936,1496607031,95
oltorf,benwhite,1496599685,1496599779,94
oltorf,benwhite,1496605698,1496605866,168
oltorf,benwhite,1496600259,1496600451,192
oltorf,benwhite,1496612405,1496612473,68
oltorf,benwhite,1496607933,1496608084,151
oltorf,benwhite,1496588572,1496588738,166
oltorf,benwhite,1496576251,1496576280,29
oltorf,benwhite,1496571118,1496571133,15
oltorf,benwhite,1496585781,1496585805,24
oltorf,benwhite,1496576386,1496576386,0
oltorf,benwhite,1496584590,1496584693,103
oltorf,benwhite,1496576234,1496576342,108
oltorf,benwhite,1496615926,1496615940,14
oltorf,benwhite,1496600658,1496600720,62
oltorf,benwhite,1496592662,1496592724,62
oltorf,benwhite,1496570912,1496570975,63
oltorf,benwhite,1496611879,1496611969,90
oltorf,benwhite,1496588773,1496588819,46
oltorf,benwhite,1496615265,1496615422,157
oltorf,benwhite,1496605137,1496605273,136
oltorf,benwhite,1496603309,1496603456,147
oltorf,benwhite,1496576241,1496576411,170
oltorf,benwhite,1496605229,1496605317,88
oltorf,benwhite,1496607265,1496607449,184
oltorf,benwhite,1496608377,1496608426,49
oltorf,benwhite,1496568948,1496568994,46
oltorf,benwhite,1496592462,1496592500,38
oltorf,benwhite,1496568997,1496569118,121
oltorf,benwhite,1496591876,1496592054,178
oltorf,benwhite,1496614767,1496614788,21
oltorf,benwhite,1496578120,1496578199,79
oltorf,benwhite,1496589952,1496590082,130
oltorf,benwhite,1496595073,1496595262,189
oltorf,benwhite,1496580061,1496580182,121
oltorf,benwhite,1496588993,1496588993,0
oltorf,benwhite,1496615177,1496615214,37
oltorf,benwhite,1496579911,1496580049,138
oltorf,benwhite,1496597055,1496597215,160
oltorf,benwhite,1496602086,1496602278,192
oltorf,benwhite,1496577324,1496577432,108
oltorf,benwhite,1496614666,1496614807,141
oltorf,benwhite,1496569932,1496569951,19
oltorf,benwhite,1496611841,1496611855,14
oltorf,benwhite,1496571107,1496571188,81
oltorf,benwhite,1496580588,1496580601,13
oltorf,benwhite,1496613772,1496613815,43
oltorf,benwhite,1496588870,1496588971,101
oltorf,benwhite,1496575746,1496575821,75
oltorf,benwhite,1496581715,1496581730,15
oltorf,benwhite,1496602155,1496602223,68
oltorf,benwhite,1496568875,1496568877,2
oltorf,benwhite,1496589644,1496589815,171
oltorf,benwhite,1496570380,1496570528,148
oltorf,benwhite,1496588419,1496588553,134
oltorf,benwhite,1496582272,1496582326,54
oltorf,benwhite,1496611894,1496612053,159
oltorf,benwhite,1496568830,1496569026,196
oltorf,benwhite,1496612599,1496612755,156
oltorf,benwhite,1496617264,1496617276,12
oltorf,benwhite,1496606195,1496606275,80
oltorf,benwhite,1496610305,1496610462,157
oltorf,benwhite,1496600139,1496600230,91
oltorf,benwhite,1496600459,1496600560,101
oltorf,benwhite,1496614354,1496614398,44
oltorf,benwhite,1496571952,1496572055,103
oltorf,benwhite,1496595352,1496595403,51
oltorf,benwhite,1496601116,1496601275,159
oltorf,benwhite,1496605141,1496605266,125
oltorf,benwhite,1496615452,1496615464,12
oltorf,benwhite,1496601308,1496601368,60
oltorf,benwhite,1496600440,1496600589,149
oltorf,benwhite,1496574713,1496574798,85
oltorf,benwhite,1496611271,1496611352,81
oltorf,benwhite,1496607086,1496607267,181
oltorf,benwhite,1496608127,1496608216,89
oltorf,benwhite,1496581766,1496581803,37
oltorf,benwhite,1496609500,1496609587,87
oltorf,benwhite,1496600504,1496600623,119
oltorf,benwhite,1496573773,1496573958,185
oltorf,benwhite,1496578720,1496578762,42
oltorf,benwhite,1496584920,1496584945,25
